id,prompt
408,"a man sitting on his computer with a backwards hat staring at several computer monitors showing crypto trades, illustration, colourful, chill, anime asthetic, neon glow, gamer, synthwave "
409,"1 9 5 0 s couple being incinerated by nuclear war, kissing, burning up, atomic mushroom cloud in distance, vintage photo "
410,"a portrait of girl alchemist in blue dress, witch hat, gold magic book, gold magic explosion, gold magic, magic circle, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! "
411,"goku sitting over a lamborgini, by makoto shinkai, greg rutkowski, artstation, high detailed, cgsociety, "
412,"a man reclines in a gaming computer chair weargin a vr headset and headphones holding a game controller, in a domestic interior filled with screens by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, high quality render, masterpiece "
413,"a gauguinesque, impressionist painting of a woman sitting in the grass in a field by henri de toulouse - lautrec, flickr contest winner, post - impressionism, impressionism, fauvism, studio portrait "
414,"riverdale still of obama wearing suspenders, a white varsity sweater with a varsity letter r, and a propeller cap, cap with a propeller on it, propeller hat "
415,"poignant portrait of cristiano ronaldo, melancholy "
416,"a man ignoring a model sat next to him, reclines in a gaming computer chair weargin a vr headset and headphones holding a game controller, in a domestic interior filled with screens by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, high quality render, masterpiece "
417,"concept art of giant ogres, lovecraftian, divers helmet, lots of teeth, melting horror, round moon, rich clouds, fighting the horrors of the unknown, mirrors, very detailed, volumetric light, mist, grim, fine art, decaying, textured oil over canvas, epic fantasy art, very colorful, ornate, anato finnstark "
418,"school girl slipped in the school toilet - dramatic cozy portrait art by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 "
419,"portrait of an handsome demon, d & d, intricate, thoughtful, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha "
420,"a tramontane, silvan drawing of a village, covered in snow, by moonlight by edouard vuillard, featured on deviantart, modern european ink painting, 1 9 2 0 s, panorama, childs drawing "
421,"last selfie on earth, apocalyptic world after world war, cinematic style, trending on artstation, deviantart "
422,"colorful portrait of a plague doctor, ominous, 1 8 0 0 s victorian photo, hand coloured photo, atmospheric, highly detailed, by joel peter witkin and hieronymus bosch "
423,"a beautiful anime woman reclines in a gaming computer chair wearing a vr headset and headphones holding a game controller, in a domestic interior filled with screens by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, high quality render, masterpiece "
424,"portrait of an zoro, d & d, intricate, thoughtful, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha "
425,"a moated, arboresque painting of a red house in a wooded area with a lake by david hockney, deviantart, american impressionism, impressionism, matte drawing, acrylic art "
426,"school girl slipped in the school bathroom - dramatic cozy portrait poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 "
427,"portrait of an naruto, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha "
428,"realistic photo of redhead obama wearing a black sweater vest and a green bow tie, still from riverdale "
429,"a indigo, ultramarine painting with different objects on it in blue and white by sam francis, behance, modern european ink painting, bioluminescence, dye - transfer, watercolor "
430,"oil matte portrait, witch with dark hair in blue robes and hat fire spell. digital painting, fantasy, concept art, cinematic colors, realistic shaded. by ilya kuvshinov, magali villeneuve, artgerm, greg rutkowski "
431,"an ape painting a monalisa by greg rutkowski and thomas kinkade, trending on artstation, 3 d render octane "
432,"a cavernous, subterranean drawing of the interior of a church with two men sitting on benches by giovanni battista piranesi, featured on flickr, rococo, photoillustration, rococo, chiaroscuro "
433,"guts from berserk, symmetric armor, highly detailed, male, smooth, sharp focus, dark fantasy, greyscale, digital illustration, by artgerm, greg rutkowski, alphonse mucha "
434,"afghan empress, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve "
435,"mural, pastoral. the three people are on a raft being carried by two other by fernando botero, cg society, american scene painting, detailed painting, diorama, oil on canvas "
436,"oil matte portrait, mustache man in rags with clown wig and nose. digital painting, fantasy, concept art, cinematic colors, realistic shaded. by ilya kuvshinov, magali villeneuve, artgerm, greg rutkowski "
437,"school girl sitting in a school locker room - dramatic cozy poster by wlop and okuda genso. wide angle lens. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 "
438,"a papal, papist man with a monk robe sits in a chair and wears a large red robe by giorgio de chirico, cg society, renaissance, studio portrait, detailed painting, chiaroscuro "
439,"bangladeshi goddess, art by artgerm and greg rutkowski and magali villeneuve, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration "
440,"oil matte portrait, blue witch using fire magic on clown. digital painting, fantasy, concept art, cinematic colors, realistic shaded. by ilya kuvshinov, magali villeneuve, artgerm, greg rutkowski "
441,"a gorgeous woman in a space suit, astronaut, portrait, smooth, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve "
442,"photo of a cross between obama and a cat, cat ears, kitten ears, cat cat cat!!!!! "
443,"bangladeshi princess, art by artgerm and greg rutkowski and magali villeneuve, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration "
444,"two astronauts walking across the surface of the moon, concept art, digital illustration, cinematic lighting, highly detailed "
445,"a soprano, marian oil painting shows the ascension of jesus, from the story of the creation of adam and mary by angelica kauffman, tumblr, mannerism art, rococo, angelic photograph, flemish baroque "
446,realistic photo of casual barack obama wearing a royal blue varsity jacket with yellow sleeves 
447,"astronaut walking on the moon, concept art, digital illustration, digital painting, game art, visual novel, cinematic lighting, highly detailed "
448,"a engrossed, lamplit old man sitting in a chair reading a newspaper by a window by felix vallotton, flickr contest winner, american scene painting, storybook illustration, ilya kuvshinov, academic art "
449,"bangladeshi princess, art by artgerm and greg rutkowski and magali villeneuve, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration "
450,"white humanoid made of cosmic lights and shiny objects in the edge of the universe, in space cosmic starts godly holy. immaculate matte painting. fantastic. velvet and retro. high key studio lighting. fractal dreams. ancient greece, trending on artstation, cgsociety, ps 5, uhd 8 k cryengine "
451,"a pedestrian painting depicting a man in white standing in the distance, by malevich, a painting behance, suprematism, picasso, fauvism, oil on canvas "
452,"3 panel scene, school girl sits in a cozy school classroom at night - dramatic cozy 3 d poster by wlop and okuda genso. wide angle lens. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4"
453,realistic photo of casual barack obama wearing a royal blue varsity jacket with yellow sleeves 
454,"a flemish, cardinal man sitting at a window looking out at his fruit by pieter jansz van asch, pixabay contest winner, arts and crafts movement, dutch golden age, flemish baroque, studio portrait "
455,"a large cave system on the moon, architectural, concept art, cinematic lighting, digital painting, illustration, highly detailed, intrinsic design, 4 k, 8 k "
456,"a tudor, machiavellian black and white painting of a man with moustache by francisco de burgos mantilla, trending on tumblr, de stijl, studio portrait, dutch golden age, flemish baroque "
457,"indonesian princess, art by artgerm and greg rutkowski and magali villeneuve, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration "
458,"a portrait of girl magician, witch hat, silver magic, smiling, gold necklace, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo. octopath traveler decal!!! "
